museo_id,museo_nombre,museo_tematica_n1,museo_fecha_fundacion,museo_adscripcion,estado_id,nom_ent,municipio_id,nom_mun,localidad_id,nom_loc,museo_calle_numero,museo_colonia,museo_cp,museo_telefono1,pagina_web,pagina_web2,email,twitter,gmaps_longitud,gmaps_latitud,link_sic,fecha_mod
1493,"Museo de Sitio Mina de Acosta","Ciencia y tecnología","2001-06-22","Archivo Histórico y Museo de Minería, A.C. ",13,"Hidalgo",39,"Mineral del Monte",1,"Mineral del Monte","Camino Real a Guerrero s/n","Barrio de Acosta","42130","(771) 715 09 76","","","ahmm@prodigy.net.mx","",-98.66734,20.14677,"http://sic.gob.mx/ficha.php?table=museo&table_id=1493","2020-10-12 07:24:02-05"
1920,"Museo Casa Grande","","1000-01-01","Universidad Autónoma del Estado de Hidlago",13,"Hidalgo",39,"Mineral del Monte",1,"Mineral del Monte","Iturbide 6","Centro","42130","(771) 717 20 00  ext. 4481 ","https://www.uaeh.edu.mx/adminyserv/gesuniv/div_ext/museo_casa_grande/historia.html","","","",-98.67196,20.13979,"http://sic.gob.mx/ficha.php?table=museo&table_id=1920","2019-03-06 07:29:08-06"
2177,"Museo del Paste","","1000-01-01","",13,"Hidalgo",39,"Mineral del Monte",1,"Mineral del Monte","Av. Juárez 114 ","","42130","771 797 15 48","","https://www.instagram.com/museodelpaste_realdelmonte/?hl=es-la","mdelpaste@gmail.com","",-98.67336,20.13618,"http://sic.gob.mx/ficha.php?table=museo&table_id=2177","2020-07-09 08:10:32-05"
1255,"Museo Comunitario de Maravillas","Arqueología","1996-09-14","Casa de la Cultura de Maravillas, Hidalgo A.C.",13,"Hidalgo",44,"Nopala de Villagrán",19,"Maravillas","Av. de las Maravillas s/n","Centro","42490","761 782 70 10","","","me_resendiz@hotmail.com","",-99.5871,20.20397,"http://sic.gob.mx/ficha.php?table=museo&table_id=1255","2021-10-25 07:55:08-05"
1015,"Museo de Mineralogía de la Universidad Autónoma del Estado de Hidalgo","Ciencia y tecnología","1894-10-23","Universidad Autónoma del Estado de Hidalgo/División de Extensión de la Cultura de la UAEH/Centro de Investigaciones en Ciencias de la Tierra",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Mariano Abasolo 600","Centro","42000","(771) 717 20 00 exts. 1006, 2601","","","jdelcasto53@gmail.com ","",-98.73451,20.12824,"http://sic.gob.mx/ficha.php?table=museo&table_id=1015","2018-09-18 04:51:37-05"
2119,"Museo Centro Interactivo Mundo Futbol","","2011-07-09","Centro Interactivo Mundo Futbol, S.A. de C.V.",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Fracción I, Manzana III, Cluster 4, lote 15","Col. Zona Plateada","42083"," 771 138 30 40 ext. 1003","https://mundofutbol.com/","","","",-98.774,20.09477,"http://sic.gob.mx/ficha.php?table=museo&table_id=2119","2021-07-29 03:55:33-05"
409,"Museo Interactivo para la Niñez y Juventud Hidalguense El Rehilete","Ciencia y tecnología","1997-02-28","Secretaría de Educación Pública del Estado de Hidalgo",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Carr. México-Pachuca Km 84.5","Col. Venta Prieta","42080","(771) 711 20 44, 711 47 28","http://www.museoelrehilete.org.mx ","","rehilete@hidalgo.gob.mx","",-98.77713,20.07699,"http://sic.gob.mx/ficha.php?table=museo&table_id=409","2018-08-14 06:39:06-05"
2117,"Sala San Francisco Arte e Historia, un enfoque en el tiempo.","","1000-01-01","Secretaría de Cultura/INAH",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Casasola s/n, Exconvento de San Francisco","Centro","42000","(771) 714 3989","https://www.centrohidalgo.inah.gob.mx/component/content/article/1-sitios/7-francisco","","difusion.inahhgo@gmail.com; hector_alvarez@inah.gob.mx","",-98.73147,20.12077,"http://sic.gob.mx/ficha.php?table=museo&table_id=2117","2019-03-28 07:24:33-06"
2050,"Museo de Miniaturas","","2018-07-01","Museo de Miniaturas, A.C.",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Av. Álamo 700","Col. El Tezontle","42084","771 567 03 01","","","museodeminiaturas@gmail.com","m.me/ArteSanssouciMuseoDeMiniaturas",-98.7842,20.0919,"http://sic.gob.mx/ficha.php?table=museo&table_id=2050","2020-12-08 08:18:45-06"
2120,"Museo Salón de la Fama","","1000-01-01","Museo Salón de la Fama, A.C.",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Fracción I, Manzana III, Cluster 4, lote 15","Col. Zona Plateada","42083","(771) 18 30 40 ext. 1011","","","antonio.moreno@salondelafamadelfutbol.com","",-98.73694,20.12236,"http://sic.gob.mx/ficha.php?table=museo&table_id=2120","2019-03-05 08:50:50-06"
902,"Museo de la Fotografía","Arte","1984-11-01","Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Casasola s/n, Ex-convento de San Francisco de la Plaza Aniceto Ortega","Centro","42000","771 714 36 53 exts. 228105, 228103","http://www.inah.gob.mx/red-de-museos/281-museo-de-la-fotografia-de-la-fototeca-nacional","","arturo_jaramillo@inah.gob.mx; museodelafotografia@inah.gob.mx","",-98.73182,20.12086,"http://sic.gob.mx/ficha.php?table=museo&table_id=902","2020-03-25 03:36:29-06"
1007,"Museo de Minería","Ciencia y tecnología","1993-06-01","Archivo Histórico y Museo de Minería, A.C. ",13,"Hidalgo",48,"Pachuca de Soto",1,"Pachuca de Soto","Francisco Javier Mina 110","Centro","42000","(771) 715 09 76","","","hdez.marco@gmail.com","",-98.73127,20.12543,"http://sic.gob.mx/ficha.php?table=museo&table_id=1007","2020-10-12 07:50:33-05"
2214,"Museo Hääi Gä Ñahñu","","2020-09-01","Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ",13,"Hidalgo",55,"Santiago de Anaya",1,"Santiago de Anaya","Reforma Secc. Sur, Manzana 1 s/n","Centro","42620","772 120 47 23","","","cultura.santiagodeanaya@gmail.com","",-98.96401,20.3827,"http://sic.gob.mx/ficha.php?table=museo&table_id=2214","2021-10-25 12:55:08-05"
2030,"Museo Arqueológico de Zazacuala ","Arqueología","2008-04-08","Centro Nacional para la Preservación  del Acervo Cultural Ferrocarrilero",13,"Hidalgo",56,"Santiago Tulantepec de Lugo Guerrero",1,"Santiago Tulantepec","Libramiento La Joya 33","Nuevo Santiago","43760","(775) 114 27 00","","","museodezazacuala@hotmail.com","",-98.35771,20.04142,"http://sic.gob.mx/ficha.php?table=museo&table_id=2030","2019-10-21 06:08:37-05"
2213,"Museo Municipal Mäzofo","","2020-09-02","Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ",13,"Hidalgo",59,"Tecozautla",1,"Tecozautla","Constitución 7 (Plaza de la Constitución)","Centro","42441 ","773 11 77 80","http://cultura.hidalgo.gob.mx/infraestructura/museo-municipal-mazofo/","","patriciatrejo2909@hotmail.com","",-99.63445,20.53426,"http://sic.gob.mx/ficha.php?table=museo&table_id=2213","2021-10-25 12:35:32-05"
2101,"Museo de sitio de la Zona Arqueológica de Pahñu","","1000-01-01","Secretaría de Cultura/INAH",13,"Hidalgo",59,"Tecozautla",19,"La Mesilla","Domicilio Conocido","","42460","(771) 714 34 31","https://www.inah.gob.mx/zonas/57-zona-arqueologica-panhu","","dir.hgo@inah.gob.mx","",-99.67444,20.48464,"http://sic.gob.mx/ficha.php?table=museo&table_id=2101","2019-06-21 05:19:46-05"
1016,"Museo Arqueológico de Tepeapulco","Arqueología","1959-02-01","Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones",13,"Hidalgo",61,"Tepeapulco",1,"Tepeapulco","Hidalgo s/n","Centro","43970","771 714 3520 ext. 228013","http://www.inah.gob.mx/es/red-de-museos/274-ex-convento-de-tepeapulco","","difusion.inahhgo@yahoo.com.mx","",-98.55402,19.79661,"http://sic.gob.mx/ficha.php?table=museo&table_id=1016","2020-02-12 07:21:41-06"
1395,"Museo Nacional del Maguey y el Pulque","Especializado","2016-01-01","Amigos del Museo Nacional del Maguey y el Pulque, A. C.",13,"Hidalgo",61,"Tepeapulco",1,"Tepeapulco","Antigua Casa de Hernán Cortés<br>Av. Miguel Hidalgo s/n","Centro ","43976","775 195 20 21","http://cultura.hidalgo.gob.mx/infraestructura/comunitario-museo-de-maguey-y-el-pulque/","","claudiaim425@gmail.com","",-98.55284,19.78517,"http://sic.gob.mx/ficha.php?table=museo&table_id=1395","2021-04-19 09:25:50-05"
54,"Museo Comunitario y Archivo Histórico de la Casa de Cultura de Tepeapulco","Arqueología","2005-02-18","Ayuntamiento de Tepeapulco",13,"Hidalgo",61,"Tepeapulco",1,"Tepeapulco","Av. Juárez 13","Centro","43976","(791) 913 73 36","","","cmc2012_@hotmail.com","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=54","2016-06-13 13:26:05-05"
1011,"Museo de Tepeji del Río","Arqueología","1991-01-01","Secretaría de Cultura del Estado de Hidalgo, Ayuntamiento de Tepeji del Río de Oc",13,"Hidalgo",63,"Tepeji del Río de Ocampo",1,"Tepeji del Río de Ocampo","José Luis Cuevas 8","Col. El Cerrito","42850","(773) 733 17 04","","","cculturatepeji@gmail.com","",-99.33792,19.91068,"http://sic.gob.mx/ficha.php?table=museo&table_id=1011","2019-01-15 08:18:41-06"
1460,"Museo Prehispánico Religioso Fe y Cultura","Arte","2007-04-01","Parroquia San Pedro Apóstol",13,"Hidalgo",66,"Villa de Tezontepec",1,"Tezontepec","Plaza Juárez s/n","Centro","43880","(743) 741 00 08","","","sanpedroapostol_villa@hotmail.com","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=1460","2016-06-14 11:24:03-05"
364,"Museo Comunitario Tetetzontlilco","Arqueología","1997-03-20","Unión Estatal de Museos Comunitarios en Hidalgo, A.C.",13,"Hidalgo",69,"Tizayuca",11,"Olmos","Morelos s/n","Col. Olmos","43800","(779) 100 01 79","","","","",-98.9269,19.87878,"http://sic.gob.mx/ficha.php?table=museo&table_id=364","2016-07-20 14:05:42-05"
181,"Museo Comunitario de Tolcayuca","Historia","1991-01-01","Ayuntamiento de Tolcayuca, Dirección de Cultura",13,"Hidalgo",75,"Tolcayuca",1,"Tolcayuca","Av. Reforma s/n","Col. Independencia","43860","Cel. (771) 702 75 68","","","centro.culturaltolcayuca@gmail.com","",-98.91743,19.95894,"http://sic.gob.mx/ficha.php?table=museo&table_id=181","2017-01-24 13:14:05-06"
1253,"Museo Sala Histórica Quetzalcóatl ","Arqueología","1998-09-16","Ayuntamiento de Tula/ Dirección de Educación y Cultura",13,"Hidalgo",76,"Tula de Allende",1,"Tula de Allende","Zaragoza s/n","Centro","42800","(773) 732 11 83","","","sadotchapa@gmail.com","",-99.34164,20.05556,"http://sic.gob.mx/ficha.php?table=museo&table_id=1253","2018-08-27 06:41:57-05"
1185,"Sala de Interpretación Guadalupe Mastache (Cerrado temporalmente)","Arqueología","2003-12-15","Secretaría de Cultura/INAH",13,"Hidalgo",76,"Tula de Allende",1,"Tula de Allende","Blvd. Tula-Tlahuelilpan Km 2.5","Col. El Salitre","42800","771 714 34 31, 771 714 35 20","http://www.inah.gob.mx/index.php?option=com_content&view=article&id=5905","","alejandro_gasca@inah.gob.mx; magdalena_ordoz@inah.gob.mx","",-99.34046,20.06384,"http://sic.gob.mx/ficha.php?table=museo&table_id=1185","2020-03-02 05:21:05-06"
1552,"Museo de El Santo","Historia","2009-09-23","Ayuntamiento de Tulancingo de Bravo",13,"Hidalgo",77,"Tulancingo de Bravo",1,"Tulancingo","Rodolfo Guzmán Huerta s/n","Col. Los Álamos","43640","(775) 755 84 50 ext. 1127","","","museos@tulancingo.gob.mx; museos.tulancingo@gmail.com","",-98.3736,20.08608,"http://sic.gob.mx/ficha.php?table=museo&table_id=1552","2021-07-07 07:03:35-05"
1394,"Museo de Datos Históricos","Historia","2000-01-01","Ayuntamiento de Tulancingo de Bravo",13,"Hidalgo",77,"Tulancingo de Bravo",1,"Tulancingo","Andrés de Olmos","Col. Mimila","43640","(775) 753 47 40","","","museos@tulancingo.gob.mx","",-98.37622,20.08448,"http://sic.gob.mx/ficha.php?table=museo&table_id=1394","2019-10-21 06:28:45-05"
1014,"Museo del Ferrocarril de Tulancingo","Historia","1999-08-05","Ayuntamiento de Tulancingo de Bravo",13,"Hidalgo",77,"Tulancingo de Bravo",1,"Tulancingo","Av. Morelos s/n","Centro","43600","(775) 755 75 73","http://www.tulancingocultural.cc/historico/museoferrocarril/index.htm","","museos@tulancingo.gob.mx; tulancingocultural@hotmail.com","",-98.37367,20.08605,"http://sic.gob.mx/ficha.php?table=museo&table_id=1014","2018-06-20 08:44:14-05"
2211,"Museo de Aeronáutica Hashamayin","","2021-06-25","",13,"Hidalgo",77,"Tulancingo de Bravo",1,"Tulancingo","Av. Ahuehuetitla s/n (Parque La avioneta)","Col. Ahuehuetitla","43645","775 128 44 54","","","museo_hasha10@hotmail.com; tino_2793@hotmail.com","",-98.41722,20.08277,"http://sic.gob.mx/ficha.php?table=museo&table_id=2211","2021-10-25 11:32:57-05"
857,"Museo Comunitario Iluikatlachiyalistli (Observador de cielo)","Arqueología","1000-01-01","Unión Estatal de Museos Comunitarios en Hidalgo, A.C.",13,"Hidalgo",80,"Yahualica",1,"Yahualica","Domicilio conocido s/n","","43080","(774) 974 40 77","","","","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=857","2016-06-14 11:34:37-05"
1265,"Museo Regional de la Sierra Alta de Zacualtipán","Historia","2009-01-14","Secretaría de Cultura del Estado de Hidalgo",13,"Hidalgo",81,"Zacualtipán de Ángeles",1,"Zacualtipán","Cinco de Mayo s/n","Barrio Cosapa","43200","(774) 742 05 77","http://cultura.hidalgo.gob.mx/infraestructura/museo-regional-de-la-sierra-alta-de-zacualtipan/","","cecultah@hotmail.com,","",-98.65361,20.64518,"http://sic.gob.mx/ficha.php?table=museo&table_id=1265","2020-12-15 06:06:26-06"
1909,"Museo Felipe Ángeles","Historia","2016-08-01","Srcretaría de Cultura del Estado de Hidalgo",13,"Hidalgo",81,"Zacualtipán de Ángeles",1,"Zacualtipán","Xicohténcatl 2","Barrio Arados","43200","(771) 715 04 74","http://cultura.hidalgo.gob.mx/infraestructura/museo-general-felipe-angeles/","","","",-98.65589,20.64455,"http://sic.gob.mx/ficha.php?table=museo&table_id=1909","2021-07-29 04:05:48-05"
1013,"Museo Comunitario Tonatiuh","Arqueología","1987-07-15","Unión Estatal de Museos Comunitarios en Hidalgo, A.C.",13,"Hidalgo",83,"Zempoala",1,"Zempoala","Plaza Principal s/n","Centro","43830","(743) 741 50 09","","","","",-98.66859,19.914,"http://sic.gob.mx/ficha.php?table=museo&table_id=1013","2016-06-13 13:59:08-05"
173,"Museo Comunitario Tzacualli","Arqueología","2002-01-12","Unión Estatal de Museos Comunitarios en Hidalgo, A.C.",13,"Hidalgo",83,"Zempoala",31,"Venustiano Carranza","Las Águilas s/n","Col. El Cerrito","43830","743 741 50 09; 775 114 58 53","http://cultura.hidalgo.gob.mx/infraestructura/museo-comunitario-tzacualli/","","educacionycultura@gmail.com","",-98.66474,19.91448,"http://sic.gob.mx/ficha.php?table=museo&table_id=173","2020-11-26 08:54:18-06"
2212,"Museo de la Minería de Zimapán","","2020-10-01","Red Estatal de Museos de la Secretaría de Cultura del Estado de Hidalgo ",13,"Hidalgo",84,"Zimapán",1,"Zimapán","Callejón Garrido (atrás de la presidencia municipal)","Centro","42330","772 124 3444","http://cultura.hidalgo.gob.mx/infraestructura/museo-de-mineria-zimapan/","","educultura.zim@gmail.com","",-99.38339,20.73771,"http://sic.gob.mx/ficha.php?table=museo&table_id=2212","2021-10-25 12:12:58-05"
1057,"Museo Dr. Leonardo Oliva","Arqueología","2007-02-26","Casa de la Cultura/Ayuntamiento de Ahualulco de Mercado",14,"Jalisco",3,"Ahualulco de Mercado",1,"Ahualulco de Mercado","José María Mercado 15","Centro","46730","(386) 752 24 45","","","culturaahualulco@hotmail.com; ahualulco.turismo@gmail.com","",-103.97641,20.70267,"http://sic.gob.mx/ficha.php?table=museo&table_id=1057","2021-07-07 07:47:04-05"
1129,"Museo de las Ciencias Naturales de la Cuenca de Sayula","Ciencia y tecnología","2001-11-22","Casa de la Cultura/UG, Centro Universitario de Ciencias Biológicas y Agropecuarias (CUCBA)",14,"Jalisco",4,"Amacueca",1,"Amacueca","Pedro Moreno 2","Centro","49370","(372) 424 00 17","","","ayuntamiento_amacueca@hotmail.com","",-103.60061,20.01086,"http://sic.gob.mx/ficha.php?table=museo&table_id=1129","2021-08-20 05:16:12-05"
2021,"Museo interpretativo del paisaje agavero y las antiguas tabernas de Amatitán","","2016-11-23","Secretaría de Cultura del Gobierno del Estado de Jalisco",14,"Jalisco",5,"Amatitán",1,"Amatitán","Juárez 24","Centro","45380","(374) 745 04 96","","museo de las tabernas de amatitan jalisco","turismo@amatitan.gob.mx","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=2021","2018-06-06 14:45:14-05"
88,"Museo Regional de Arqueología y Paleontología Profr. Filemón Gutiérrez Ramírez","Arqueología","1983-12-01","Ayuntamiento de Ameca/Centro Cultural Hilarión Romero Gil",14,"Jalisco",6,"Ameca",1,"Ameca","Alameda 2","Barrio Alto","46600","(375) 755 89 74","","","cronistaarchivos_amk@hotmail.com","",-104.04624,20.54873,"http://sic.gob.mx/ficha.php?table=museo&table_id=88","2021-03-23 08:27:46-06"
1381,"Museo de Sitio Sauz de Cajigal (MUSAC)","Arqueología","2009-12-30","Asociación Civil Museo Sauz de Cajigal, A.C.",14,"Jalisco",8,"Arandas",288,"El Sauz de Cajigal","Carr. Martínez Valadez Km. 15 ","","47180","(378) 709 95 84","","","xe1gxy@gmail.com","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=1381","2016-03-23 13:14:09-06"
2147,"Museo Interpretativo de Paisaje Agavero El Arenal","","2016-11-20","Secretaría de Cultura del Estado de Jalisco",14,"Jalisco",9,"El Arenal",1,"El Arenal"," Laura Elena Cortéz s/n ","Centro","45350","33 2437 0507","","","elarenal.jalisco@gmail.com","",-103.69006,20.77045,"http://sic.gob.mx/ficha.php?table=museo&table_id=2147","2021-01-13 02:51:07-06"
484,"Museo Comunitario Atenquílitl","Arqueología","1993-08-23","Ayuntamiento de Atenguillo",14,"Jalisco",12,"Atenguillo",1,"Atenguillo","Independencia 18","Centro","44100","(388) 736 88 78","","http://www.atenguillo.gob.mx/","juancarlos.derobles@atenguillo.gob.mx; juancpresidente@hotmail.com","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=484","2018-10-24 05:11:46-05"
1576,"Museo y Centro Regional de las Artes","Historia","2012-05-04","Secretaría de Cultura del Gobierno del Estado de Jalisco",14,"Jalisco",15,"Autlán de Navarro",1,"Autlán de Navarro","Morelos 47","Centro","48900","(317) 381 26 95 ","http://www.jalisco.gob.mx/es/prensa/actividades/9489","","museoautlan@gmail.com","",-104.36734,19.77365,"http://sic.gob.mx/ficha.php?table=museo&table_id=1576","2021-08-13 10:05:17-05"
160,"Casa Museo La Moreña","Arte","1970-01-01","Centro Cultural La Moreña/Secretaría de Cultura del Gobierno del Estado de Jalisco",14,"Jalisco",18,"La Barca",1,"La Barca","Independencia 46","Centro","47910","(393) 935 30 17","https://sc.jalisco.gob.mx/patrimonio/casas-de-la-cultura/casa-de-la-cultura-la-morena","","rmartinez526@hotmail.com","",-102.54925,20.27651,"http://sic.gob.mx/ficha.php?table=museo&table_id=160","2021-08-13 06:48:54-05"
1241,"Chiconaui Museo Arqueológico de Portezuelo","Arqueología","2008-09-12","Ayuntamiento de La Barca",14,"Jalisco",18,"La Barca",27,"Portezuelo","Hidalgo 48","Centro","47920","(391) 931 50 65","","","myavela@live.com.mx","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=1241","2015-09-21 13:25:14-05"
392,"Museo Comunitario Tlalchitonatiuh","Arqueología","2004-06-01","Tlalchitonatiuh, A.C.",14,"Jalisco",21,"Casimiro Castillo",1,"La Resolana","Niños Héroes 49","Centro ","48930","(357) 388 09 41","https://www.facebook.com/pages/Museo-Comunitario-Tlalchitonatiuh/401769213247804","","museotlalchi@gmail.com","Tlalchitonatiuh",-104.43895,19.60535,"http://sic.gob.mx/ficha.php?table=museo&table_id=392","2019-10-22 06:27:17-05"
1248,"Museo de Sitio Juan José Arreola","Historia","2008-02-25","Casa Taller Literario/Secretaría de Cultura del Gobierno del Estado de Jalisco",14,"Jalisco",23,"Zapotlán el Grande",1,"Ciudad Guzmán","Pedro Moreno s/n","Col. Loma de Barro","49000","(341) 412 97 45","","https://sc.jalisco.gob.mx/patrimonio/casas-de-la-cultura/casa-taller-literario-juan-jose-arreola","orsoarreola@gmail.com","",-103.4565,19.7064,"http://sic.gob.mx/ficha.php?table=museo&table_id=1248","2021-08-13 09:38:10-05"
56,"Museo Arqueológico de Ciudad Guzmán","Arqueología","1956-04-16","Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones",14,"Jalisco",23,"Zapotlán el Grande",1,"Ciudad Guzmán","Dr. Ángel González 21","Centro","49000","33 3614 5416, 33 3613 8224","http://www.inah.gob.mx/es/red-de-museos/268-museo-arqueologico-de-ciudad-guzman","","amalia_mancilla@inah.gob.mx","",-103.46552,19.70415,"http://sic.gob.mx/ficha.php?table=museo&table_id=56","2020-03-02 03:17:12-06"
10,"Museo de Sitio Cocula es el Mariachi","Arte","2001-02-07","Ayuntamiento de Cocula",14,"Jalisco",24,"Cocula",1,"Cocula","Juárez 29","Centro","48500","(377) 773 00 00 ext. 114","","https://sc.jalisco.gob.mx/patrimonio/museos/museo-de-cocula-es-el-mariachi","cocula@jalisco.gob.mx","",-103.82385,20.36421,"http://sic.gob.mx/ficha.php?table=museo&table_id=10","2021-08-13 09:35:29-05"
1081,"Museo Hacienda La Sauceda","Historia","1998-12-03","Particular",14,"Jalisco",24,"Cocula",22,"La Sauceda","Revolución 100","Centro ","48520","(333) 686 06 72","","","senenpalomarm@hotmail.com","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=1081","2015-11-04 14:32:43-06"
1132,"Museo Tomás Bobadilla Acosta","Ciencia y tecnología","2005-04-19","Unión de Pueblos de Manantlán, A.C.",14,"Jalisco",27,"Cuautitlán de García Barragán",12,"Ayotitlán","Carr. Cuautitlán-Telcruz s/n","Barrio Agua Zarca","48962","","","","magda_coatl@hotmail.com; sistema24@yahoo.com.mx","",0,0,"http://sic.gob.mx/ficha.php?table=museo&table_id=1132","2013-05-09 16:44:50-05"
1133,"Sala de Arqueología del Centro Cultural J. Jesús González Gallo","Arqueología","2006-03-26","Secretaría de Cultura del Gobierno del Estado de Jalisco",14,"Jalisco",30,"Chapala",1,"Chapala","Av. González Gallo 1500","Col. Las Redes","45900","(376) 765 74 24","","https://sc.jalisco.gob.mx/prensa/noticia/8499","c.c.gonzalez_gallo@hotmail.com","",-103.18213,20.29435,"http://sic.gob.mx/ficha.php?table=museo&table_id=1133","2021-08-13 09:51:00-05"
1383,"Museo de la Cantera a Cielo Abierto","Arte","2009-09-29","Ayuntamiento de Degollado",14,"Jalisco",33,"Degollado",1,"Degollado","Morelos 150 ","Centro","47980","(345) 937 01 01 ext. 121","","","municipiodegollado@hotmail.com","",-102.13489,20.44666,"http://sic.gob.mx/ficha.php?table=museo&table_id=1383","2017-06-13 11:04:17-05"
1243,"Museo San Rodrigo Aguilar","Historia","2008-03-13","Seminario de Ejutla",14,"Jalisco",34,"Ejutla",1,"Ejutla","San Miguel 3","Centro","48680","(343) 431 51 76","","","padremiguelarceo@hotmail.com","",-104.16116,19.90559,"http://sic.gob.mx/ficha.php?table=museo&table_id=1243","2018-08-08 05:02:18-05"
1082,"Museo de Las Ánimas ","Antropología","2003-08-17","Ayuntamiento de Encarnación de Díaz",14,"Jalisco",35,"Encarnación de Díaz",1,"Encarnación de Díaz","Prol. Concordia 96","Col. Santa Fe","47270","(475) 953 19 67","","https://sc.jalisco.gob.mx/patrimonio/museos/museo-de-las-animas","joselozanocornejo@hotmail.com","",-102.23635,21.53333,"http://sic.gob.mx/ficha.php?table=museo&table_id=1082","2021-08-13 09:28:04-05"
596,"Museo Cristero /Centro de Estudios Cristeros Alfredo Hernández Quezada","Historia","2005-05-20","Ayuntamiento de Encarnación de Díaz",14,"Jalisco",35,"Encarnación de Díaz",1,"Encarnación de Díaz","Cjón. Jáuregui 101","Centro","47270","(475) 953 64 53","https://sc.jalisco.gob.mx/patrimonio/museos/museo-cristero-centro-de-estudios-cristeros-alfredo-hernandez-quezada","","joselozanocornejo@hotmail.com","",-102.23982,21.52798,"http://sic.gob.mx/ficha.php?table=museo&table_id=596","2021-03-22 09:30:02-06"
1237,"Museo Oaxicar","Arqueología","2008-06-16","Ayuntamiento de EtzatlánCasa de la Cultura",14,"Jalisco",36,"Etzatlán",1,"Etzatlán","Escobedo 359","Centro","46500","(386) 753 30 52","","","ccomunic@jalisco.gob.mx","",-104.07923,20.76344,"http://sic.gob.mx/ficha.php?table=museo&table_id=1237","2019-09-24 08:24:35-05"
53,"Museo Histórico de Guachinango","Historia","1994-01-30","Ayuntamiento de Guachinango/Casa de la Cultura",14,"Jalisco",38,"Guachinango",1,"Guachinango","Aldama 4, piso 2","Centro","46800","(388) 736 83 22","","","farreolas@hotmail.com","",-104.38156,20.57727,"http://sic.gob.mx/ficha.php?table=museo&table_id=53","2021-08-13 09:56:41-05"
1027,"Instituto Cultural Cabañas","Arte","1980-11-13","Secretaría de Cultura del Gobierno del Estado de Jalisco",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Cabañas 8, Plaza Tapatía","Col. Las Fresas","44360","(33) 3618 2800 ext. 31642, 31014","https://sc.jalisco.gob.mx/patrimonio/museos/instituto-cultural-cabanas","","comunicacion.museocabanas@gmail.com","",-103.3376,20.67655,"http://sic.gob.mx/ficha.php?table=museo&table_id=1027","2021-03-19 08:37:19-06"
1331,"Museo de la Historia de la Medicina","Historia","2006-08-31","Asociación Cultural del Antiguo Hospital Civil de Guadalajara Fray  Antonio Alcalde, A.C.",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Hospital 320","Col. El Retiro","44280","(33) 1199 4920 y 21","","","asociacionculturalhcfaa@hotmail.com","",-103.3453,20.68556,"http://sic.gob.mx/ficha.php?table=museo&table_id=1331","2018-10-17 04:48:10-05"
1030,"Museo Regional de Guadalajara","Antropología","1918-11-01","Secretaría de Cultura/INAH/Coordinación Nacional de Museos y Exposiciones",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Liceo 60","Centro","44100","(33) 3614 5257","http://www.inah.gob.mx/es/red-de-museos/204-museo-regional-de-guadalajara","http://www.facebook.com/pages/Museo-Regional-de-Guadalajara/161815267167494","museoregionalguadalajara@hotmail.com; roberto_velasco@inah.gob.mx","",-103.34662,20.67539,"http://sic.gob.mx/ficha.php?table=museo&table_id=1030","2020-03-30 17:10:37-06"
1605,"Museo de Ciencia y Tecnología Guillermo Santoscoy Gómez","Ciencia y tecnología","2010-03-12","Laboratorio Unidad de Patología Clínica, S.C.",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Av. México 2341","Col. Ladrón de Guevara","44650","(33) 3669 0310","http://www.upc.com.mx/pages/laboratorio/museo","","calidad@.upc.com.mx","",-103.37577,20.67894,"http://sic.gob.mx/ficha.php?table=museo&table_id=1605","2021-05-06 02:52:40-05"
1916,"Museo del Radio, Orígenes y Bulbos ","","2019-08-07","",14,"Jalisco",39,"Guadalajara",1,"Guadalajara","Mariano de la Bárcena 79","Centro","44100","33 1538 9832","","","","",-103.35249,20.67782,"http://sic.gob.mx/ficha.php?table=museo&table_id=1916","2021-01-18 04:29:17-06"
